
        300K IR Filter 1 ( 1/10): Band = 0.0e+00-1.0e+09 Hz, Iterations =  999 
 4K DS IR Filter Clamp 1 ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =  232 
      1K LP Filter Gap 1 ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    2 
       100mK LP Filter 1 ( 7/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    4 
          1K LP Filter 1 ( 5/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    6 
       4K Baffled Tube 1 ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    9 
       4K DS IR Filter 1 (10/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =   86 
       100mK LP Filter 1 ( 2/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    5 
    4K Low Pass Filter 1 ( 7/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =   18 
      80K DS IR Filter 1 (10/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =  999 
    4K Low Pass Filter 1 ( 3/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =   43 
           Lyot Stop Top ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    4 
          1K LP Filter 1 ( 8/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    7 
       100mK LP Filter 1 (10/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    3 
          1K LP Filter 1 ( 3/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    7 
    4K Low Pass Filter 1 ( 6/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =   32 
       100mK LP Filter 1 ( 3/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    5 
4K Low Pass Filter Clamp 1 ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =   28 
           Lyot Stop Gap ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    3 
    1K LP Filter Clamp 1 ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    4 
          1K LP Filter 1 ( 2/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    7 
          1K LP Filter 1 ( 7/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    7 
       100mK LP Filter 1 ( 6/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    5 
 100mK LP Filter Clamp 1 ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    3 
          1K LP Filter 1 (10/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    6 
       100mK LP Filter 1 ( 1/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    5 
        Lyot Stop Bottom ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    4 
       100mK LP Filter 1 ( 9/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    3 
     100mK LP Filter Gap ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    3 
       100mK LP Filter 1 ( 5/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    4 
       100mK LP Filter 1 ( 8/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    3 
            Array Module ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    2 
      80K Al IR Filter 2 ( 6/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =  999 
     40K DS IR Blocker 1 ( 2/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =   45 
     40K DS IR Blocker 1 (10/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =   57 
       4K DS IR Filter 1 ( 6/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =   41 
    4K Low Pass Filter 1 ( 2/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =   19 
    4K Low Pass Filter 1 (10/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =   28 
          1K LP Filter 1 ( 6/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    5 
        Lyot Stop Middle ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    3 
       100mK LP Filter 1 ( 4/10): Band = 1.0e+15-1.0e+16 Hz, Iterations =    5 
     100mK LP Filter Gap ( 1/ 1): Band = 1.0e+15-1.0e+16 Hz, Iterations =    3 

  300K IR Filter 1: Iteration =  1, Temperature = 297.112 K, Load = -1.56e-04 W
80K DS IR Filter 1: Iteration =  1, Temperature = 251.889 K, Load =  1.63e-02 W
80K Al IR Filter 2: Iteration =  1, Temperature =  80.645 K, Load =  3.13e+00 W
40K DS IR Blocker 1: Iteration =  1, Temperature =  73.634 K, Load =  4.42e-04 W
 4K DS IR Filter 1: Iteration =  1, Temperature =  62.420 K, Load =  1.36e-02 W
4K Low Pass Filter 1: Iteration =  1, Temperature =  12.435 K, Load =  4.90e-03 W
    1K LP Filter 1: Iteration =  1, Temperature =   1.045 K, Load =  4.81e-06 W
 100mK LP Filter 1: Iteration =  1, Temperature =   0.105 K, Load =  4.08e-08 W

  300K IR Filter 1: Iteration =  2, Temperature = 297.450 K, Load = -1.36e-04 W
80K DS IR Filter 1: Iteration =  2, Temperature = 251.899 K, Load =  1.63e-02 W
80K Al IR Filter 2: Iteration =  2, Temperature =  80.646 K, Load =  3.13e+00 W
40K DS IR Blocker 1: Iteration =  2, Temperature =  74.347 K, Load =  4.49e-04 W
 4K DS IR Filter 1: Iteration =  2, Temperature =  62.431 K, Load =  1.36e-02 W
4K Low Pass Filter 1: Iteration =  2, Temperature =  12.439 K, Load =  4.91e-03 W
    1K LP Filter 1: Iteration =  2, Temperature =   1.045 K, Load =  4.81e-06 W
 100mK LP Filter 1: Iteration =  2, Temperature =   0.105 K, Load =  4.08e-08 W

  300K IR Filter 1: Iteration =  3, Temperature = 297.450 K, Load = -1.36e-04 W
80K DS IR Filter 1: Iteration =  3, Temperature = 251.899 K, Load =  1.63e-02 W
80K Al IR Filter 2: Iteration =  3, Temperature =  80.646 K, Load =  3.13e+00 W
40K DS IR Blocker 1: Iteration =  3, Temperature =  74.348 K, Load =  4.49e-04 W
 4K DS IR Filter 1: Iteration =  3, Temperature =  62.431 K, Load =  1.36e-02 W
4K Low Pass Filter 1: Iteration =  3, Temperature =  12.439 K, Load =  4.91e-03 W
    1K LP Filter 1: Iteration =  3, Temperature =   1.045 K, Load =  4.81e-06 W
 100mK LP Filter 1: Iteration =  3, Temperature =   0.105 K, Load =  4.08e-08 W

  300K IR Filter 1: Iteration =  4, Temperature = 297.450 K, Load = -1.36e-04 W
80K DS IR Filter 1: Iteration =  4, Temperature = 251.899 K, Load =  1.63e-02 W
80K Al IR Filter 2: Iteration =  4, Temperature =  80.646 K, Load =  3.13e+00 W
40K DS IR Blocker 1: Iteration =  4, Temperature =  74.348 K, Load =  4.49e-04 W
 4K DS IR Filter 1: Iteration =  4, Temperature =  62.431 K, Load =  1.36e-02 W
4K Low Pass Filter 1: Iteration =  4, Temperature =  12.439 K, Load =  4.91e-03 W
    1K LP Filter 1: Iteration =  4, Temperature =   1.045 K, Load =  4.81e-06 W
 100mK LP Filter 1: Iteration =  4, Temperature =   0.105 K, Load =  4.08e-08 W

################################################################################
#                            v3opt2-75T-15T Filters                            #
################################################################################

                                     Stage 0                                    
================================================================================
                 Element    Temperature    Center Temperature    Absorbed Power
--------------------------------------------------------------------------------
      Incident Radiation     300.000 K             -              -1.55e+00 W
                  Window     300.000 K             -               0.00e+00 W
            Window Clamp     300.000 K             -              -3.55e-02 W
             Front Plate     300.000 K             -              -2.07e-02 W
        300K IR Filter 1     300.000 K         297.450 K          -1.36e-04 W
  300K IR Filter Clamp 1     300.000 K             -              -4.39e-05 W
    300K IR Filter Gap 1     300.000 K             -              -2.32e+00 W
--------------------------------------------------------------------------------
                   TOTAL         -                 -              -3.93e+00 W
================================================================================

                                     Stage I                                    
================================================================================
                 Element    Temperature    Center Temperature    Absorbed Power
--------------------------------------------------------------------------------
               80K Plate      80.000 K             -               6.53e-01 W
      80K DS IR Filter 1      80.000 K         251.899 K           1.63e-02 W
80K DS IR Filter Clamp 1      80.000 K             -               5.01e-05 W
     80K IR Filter Gap 1      80.000 K             -               2.66e-03 W
      80K Al IR Filter 2      80.000 K          80.646 K           3.13e+00 W
80K Al IR Filter Clamp 2      80.000 K             -               1.42e-02 W
     80K IR Filter Gap 2      80.000 K             -               7.86e-02 W
--------------------------------------------------------------------------------
                   TOTAL         -                 -               3.90e+00 W
================================================================================

                                    Stage II                                    
================================================================================
                 Element    Temperature    Center Temperature    Absorbed Power
--------------------------------------------------------------------------------
     40K DS IR Blocker 1      40.000 K          74.348 K           4.49e-04 W
     40K DS IR Blocker 1      40.000 K             -               3.84e-06 W
        40K Filter Gap 1      40.000 K             -               1.52e-03 W
--------------------------------------------------------------------------------
                   TOTAL         -                 -               1.97e-03 W
================================================================================

                                    Stage III                                   
================================================================================
                 Element    Temperature    Center Temperature    Absorbed Power
--------------------------------------------------------------------------------
       4K DS IR Filter 1       4.000 K          62.431 K           1.36e-02 W
 4K DS IR Filter Clamp 1       4.000 K             -               4.18e-06 W
         4K Filter Gap 1       4.000 K             -               3.07e-05 W
    4K Low Pass Filter 1       4.000 K          12.439 K           4.91e-03 W
4K Low Pass Filter Clamp 1       4.000 K             -               9.08e-04 W
       4K Baffled Tube 1       4.000 K             -               8.16e-03 W
--------------------------------------------------------------------------------
                   TOTAL         -                 -               2.76e-02 W
================================================================================

                                    Stage IV                                    
================================================================================
                 Element    Temperature    Center Temperature    Absorbed Power
--------------------------------------------------------------------------------
          1K LP Filter 1       1.000 K           1.045 K           4.81e-06 W
    1K LP Filter Clamp 1       1.000 K             -               1.21e-06 W
      1K LP Filter Gap 1       1.000 K             -               7.19e-06 W
           Lyot Stop Top       1.000 K             -               1.20e-05 W
        Lyot Stop Middle       1.000 K             -               5.29e-08 W
        Lyot Stop Bottom       1.000 K             -               1.08e-06 W
           Lyot Stop Gap       1.000 K             -               2.76e-06 W
--------------------------------------------------------------------------------
                   TOTAL         -                 -               2.91e-05 W
================================================================================

                                     Stage V                                    
================================================================================
                 Element    Temperature    Center Temperature    Absorbed Power
--------------------------------------------------------------------------------
             100mK plate       0.100 K             -               6.41e-09 W
     100mK LP Filter Gap       0.100 K             -               1.40e-08 W
       100mK LP Filter 1       0.100 K           0.105 K           4.08e-08 W
 100mK LP Filter Clamp 1       0.100 K             -               4.55e-10 W
     100mK LP Filter Gap       0.100 K             -               1.14e-08 W
            Array Module       0.100 K             -               2.39e-07 W
--------------------------------------------------------------------------------
                   TOTAL         -                 -               3.12e-07 W
================================================================================

################################################################################

